Feature,Instance,X,Y,Checkin
A,149,57145.34,74997.25,389
A,150,57126.7,71912.3,1634
A,151,56814.6,74984.14,618
A,152,56948.99,74279.61,7421
A,153,56800.58,73599.94,1263
A,154,56825.35,72429.7,1236
A,155,56720.12,72897.7,1097
A,156,56734.98,77046.73,603
A,157,56729.07,76325.56,1708
A,158,56558.75,73753.52,3923
A,159,56612.52,74502.01,1720
A,160,56324.63,73516.55,625
A,161,56573.31,75769.14,1005
A,162,56231.28,73797.28,2253
A,163,56055.61,73437.08,11542
A,164,56306.24,75023.85,1102
A,165,56104.77,75769.66,3975
A,166,56250.76,77652.71,3171
A,167,55825.88,75838.94,5045
A,168,55529.25,76106.35,4971
A,169,55339.28,76338.6,12371
A,170,55173.04,75050.7,549
A,171,55020.26,76464.7,1571
A,172,54657.95,76404.25,2955
A,173,54739.52,75464.86,7215
A,174,54819.23,75918.57,5027
A,175,72807.14,84323.9,2710
A,176,72931.44,83922.02,14883
A,177,72707.29,83473.58,7485
A,178,72374.65,82640.55,2045
A,179,72463.11,84285.54,4386
A,180,72183.27,84545.28,48
A,181,72086.09,68770.76,156
A,182,72085.75,69637.39,4254
A,183,71742.11,84836.12,1740
A,184,71925.31,81877.86,1989
A,185,71993.23,83731.97,8358
A,186,71791.48,63300.9,185
A,187,71856.55,67864.57,1953
A,188,71783.33,68588.41,2242
A,189,71769.76,67025.59,541
A,190,71606.19,66194.98,1496
A,191,71626.31,64299.48,867
A,192,71545.42,65266.3,5986
A,193,71564.2,62450.83,12243
A,194,71451.72,67968.21,2394
A,195,71416.35,63511.63,2286
A,196,71342.08,67036.66,723
A,197,71259.35,64854.73,4502
A,198,71281.28,66201.42,1794
A,199,71279.54,69611.6,1861
A,200,71435.45,69057.46,6642
A,201,71135.77,68672.89,1546
A,202,70987.69,67205.75,2137
A,203,71031.13,84295.37,2011
A,204,71014.87,84872.82,512
A,205,70809.43,69936.09,631
A,206,70887.58,69311.96,894
A,207,70662.47,66519.3,89
A,208,70858.63,65601.51,6339
A,209,70789.59,65228.02,3871
A,210,70784.57,64836.46,975
A,211,70581.22,67331.31,1954
A,212,70585.73,64218.92,6411
A,213,70799.28,66026.01,1065
A,214,70535.13,84989.91,405
A,215,70764.6,66323.92,4793
A,216,70513.21,69310.41,2089
A,217,70389.7,84316.85,2257
A,218,70386.5,71938.1,41
A,219,70473.62,68835.78,1091
A,220,70623.63,72453.56,61
A,221,70379.47,70147.34,900
A,222,70340.2,66379.06,304
A,223,70560.35,68337.32,3042
A,224,70222.09,85459.49,1035
A,225,70291.19,66940.88,1262
A,226,70256.71,67338.86,12243
A,227,70194.17,67937.1,1867
A,228,69976.23,66857.09,166
A,229,69964.47,68998.54,2459
A,230,69961.48,84386.31,2979
A,231,70052.38,69612.94,528
A,232,69895.97,68491.25,7839
A,233,69966.22,65824.06,2601
A,234,69928.83,70232.29,1688
A,235,69852.43,70935.29,308
A,236,69793.2,85164.49,892
A,237,69811.24,71934.91,635
A,238,69881.53,65481.59,1572
A,239,69813.32,72486.78,3544
A,240,69661.51,65560.11,2830
A,241,69892.18,66401.72,1927
A,242,69804.4,67497.54,153
A,243,69554.86,64940.19,3756
A,244,69339.23,64997.47,846
A,245,69391.98,63821.42,2881
A,246,69559.27,84335.34,359
A,247,69326.44,83616.24,3895
A,248,69238.57,64497.57,755
A,249,69231.32,67764.03,216
A,250,69216.56,84649.01,5893
A,251,69328.46,66887.94,1892
A,252,69176.91,66398.4,8088
A,253,69049.35,67707.81,668
A,254,69102.26,65722.89,1802
A,255,68890.63,84323.35,2811
A,256,68815.94,83956.77,31
A,257,68859.22,83063.98,2130
A,258,68720.51,66119.05,4020
A,259,68874.3,65260.88,6434
A,260,68725.19,66804.71,759
A,261,68537.87,82893.08,14787
A,262,68702.88,64871.49,2248
A,263,68419.5,65755.17,974
A,264,68191.68,64739.22,171
A,265,68169.6,83238.33,60
A,266,67923.96,83628.01,261
A,267,68078.45,65524.47,3601
A,268,67841.06,64969.83,6397
A,269,67465.77,82129.75,12156
A,270,67537.36,83001.95,304
A,271,67512.6,83667.26,594
A,272,67318.4,66558.09,4362
A,273,67348.94,65738.78,3471
A,274,67290.84,82630.78,2010
A,275,66901.44,66304.1,1696
A,276,66885.22,82440.29,2121
A,277,66749.58,68398.98,1122
A,278,66544.2,68160.25,2233
A,279,66500.06,67375,698
A,280,66525.58,82124.5,779
A,281,66446.71,66939.5,2987
A,282,66498.28,81444.52,3743
A,283,66350.33,80937.94,2378
A,284,66004.33,81406.69,2504
A,285,65788.78,82959.24,6033
A,286,65723.04,81998.46,1175
A,287,65578.05,83488.64,7595
A,288,65333.95,81271.67,2349
A,289,65007.64,82397.3,83
A,290,65138.72,81744.42,717
A,291,64860.93,83641.31,515
A,292,64926.91,83109.93,1951
A,293,64624.03,81278.38,5699
A,294,64510.08,81991.93,6948
A,295,64319.46,83550.77,11160
A,296,64389.52,84126.43,7354
A,297,64118.56,84556.87,1344
A,298,63721.49,84194.64,2016
A,299,68783.43,83544.5,6166
A,300,26105.65,64484.06,2326
A,301,25810.46,63865.05,1102
A,302,25788.22,65192.3,5160
A,303,25679.92,64623.73,1230
A,304,49399.68,68606.98,11785
A,305,49317.91,68131.84,32
A,306,49413.85,69220.43,502
A,307,49150.97,69632.16,3124
A,308,48698.83,69987.11,7697
A,309,48538.63,69686.27,1593
A,310,48502.01,69116.97,578
A,311,48086.36,69142.89,1367
A,312,47777.16,72966.76,4965
A,313,47743.46,72031.4,2952
A,314,47496.11,73567.74,1320
A,315,47497.92,72906.66,1484
A,316,47494.65,71602.64,2156
A,317,47279.56,67582.59,4043
A,318,47303.03,72422.53,4962
A,319,47288.82,70448.28,4000
A,320,47303.57,69789.6,656
A,321,47015.76,55533.72,706
A,322,46926.55,68050.74,2357
A,323,46953.98,54481.46,100
A,324,46866.84,66571.06,5108
A,325,46989.13,54935.34,4027
A,326,46980.83,71980.93,12415
A,327,47070.48,68724.89,4367
A,328,46812.45,72562.69,2500
A,329,46875.32,70338.6,5470
A,330,46730.08,54207.4,724
A,331,46700.51,73135.13,173
A,332,46989.44,71138.36,471
A,333,46631.37,54270.72,2067
A,334,46525.03,72046.65,731
A,335,46306.43,72609.5,7853
A,336,46540.35,66623.71,553
A,337,46227.25,53787.2,412
A,338,46187.57,53272.58,4527
A,339,46013.45,72106.29,2292
A,340,45994.29,54186.87,2727
A,341,46070.15,73160.59,1507
A,342,45926.67,72683.47,12369
A,343,46097.73,73597.57,562
A,344,45891.93,52517.7,1088
A,345,45825.43,53959.19,2472
A,346,45735.06,52638.41,1172
A,347,45677.27,73980.04,68
A,348,45531.24,53727.18,1643
A,349,45581.09,51773.67,456
A,350,45597.73,72896.23,564
A,351,45407.61,51888.27,393
A,352,45390.58,53610.05,2164
A,353,45277.96,53530.14,122
A,354,45432.18,69332.21,2843
A,355,45409.81,74018.68,242
A,356,45530.28,53160.71,5615
A,357,45732.05,71527.38,2225
A,358,45437.2,71207.11,5326
A,359,45278.99,73313.48,401
A,360,45299.73,72871.99,3538
A,361,45231.14,72287.61,1480
A,362,45152.96,72594.64,3751
A,363,45182.85,52442.09,1327
A,364,45230.69,70075.63,807
A,365,45009.22,53938.92,705
A,366,44986.62,69749.95,790
A,367,45110.1,71066.56,1462
A,368,45092.16,71660.67,916
A,369,45134.97,72055.7,2848
A,370,44890,52084.71,4632
A,371,45052.38,73888.68,5179
A,372,44937.5,70736.4,839
A,373,44797.14,52476.57,3776
A,374,44696.96,69840.85,1396
A,375,44787.4,53354.16,2158
A,376,44639.7,70741.82,1213
A,377,44510.78,70299.69,2140
A,378,44798.49,68085.5,1953
A,379,44470.28,52074.41,2240
A,380,44645.79,52941.27,4115
A,381,44338.53,52824.76,458
A,382,44382.72,70769,2587
A,383,44354.98,70056.68,6892
A,384,44434.4,68178.7,2390
A,385,44812.43,67028.93,747
A,386,44218.14,69792.3,543
A,387,44098.11,66923.18,477
A,388,44202.65,51535.65,870
A,389,44159.42,66456.95,2065
A,390,44106.68,70486.32,3301
A,391,44175.45,68472.96,464
A,392,44041.68,70954.42,8199
A,393,44096.99,67955.42,1883
A,394,44173.68,68901.91,6110
A,395,44151.39,69204.54,2836
A,396,43849.22,68379.75,100
A,397,43897.54,69577.2,7566
A,398,43797.42,71114.2,4036
A,399,43796.05,70355.07,4627
A,400,43571.6,70929.61,2662
A,401,43671.09,69080.43,777
A,402,43401.31,72028.14,1811
A,403,43520.47,66483.79,3231
A,404,43499.39,69751.98,4820
A,405,43570.84,68609.38,4057
A,406,43277.66,72910.3,199
A,407,43284.26,66260.84,496
A,408,43469.17,70270.64,480
A,409,43322.11,69190.53,487
A,410,42834.28,73767.86,4203
A,411,43016.04,65154.16,1001
A,412,43006.86,66071.75,10952
A,413,42834.89,72629.66,148
A,414,42792.23,72319.95,3301
A,415,42667.33,65404.84,2822
A,416,42542.39,68327.43,785
A,417,42577.96,67708.1,160
A,418,42507.36,66546.43,649
A,419,42371.2,67111.98,1897
A,420,42419.47,71933.9,199
A,421,42468.37,65839.74,12607
A,422,42178.37,72425.91,4695
A,423,42469.41,72836.3,487
A,424,42203.54,71459.75,4730
A,425,42195.78,69155.2,2219
A,426,42418.12,66167.57,3138
A,427,42047.11,67043.05,4373
A,428,42031.12,72645.98,14232
A,429,42105.92,68359.42,471
A,430,41995.9,69919.04,2887
A,431,41854.62,72099.94,2554
A,432,42040.37,68879.33,175
A,433,42022.32,67667,9005
A,434,41841.69,69431.17,5239
A,435,41819.22,71162.01,2157
A,436,41586.91,72148.46,1523
A,437,41716.09,70280.83,859
A,438,41560.58,70651.41,1899
A,439,41230.66,70062.41,463
A,440,41183.24,70959.32,1912
A,441,41237.98,71878.98,1501
A,442,40814.94,68895.52,1694
A,443,40862.38,69621.89,2002
A,444,40946.31,71576.13,2417
A,445,40911.58,69948.91,1547
A,446,40640.98,69568.42,2435
A,447,40693.79,71016.68,108
A,448,40755.71,70570.31,2054
A,449,40672.41,68182.28,840
A,450,40576.88,68725.3,394
A,451,40829.36,69253.07,1536
A,452,40124.22,68396.72,14331
A,453,39986.82,68024.24,1966
A,454,39854.34,69156.89,255
A,455,39540.71,68206.86,5380
A,456,39662,68509.07,2339
A,457,39563.96,69279.73,2731
A,458,39624.74,68761.55,438
A,459,39387.17,70208.02,3424
A,460,39294.99,69179.64,6913
A,461,39196.58,70574.83,1079
A,462,39129.33,69477.35,1626
A,463,39410.09,69906.87,498
A,464,38954.88,70817.17,8387
A,465,39001.16,70106.46,4476
A,466,38786.5,70643.53,854
A,467,38650.51,69822.22,1432
A,468,38489.41,70446.12,3068
A,469,38409.36,71288.19,5090
A,470,38163.86,70022.41,5656
A,471,37968.91,70540.09,7136
A,472,37839.11,70726.2,2817
A,473,37604.52,70866.25,620
A,474,37658.23,71449.34,186
A,475,37347.51,70995.15,7097
A,476,37216.9,70374.33,1909
A,477,37006.33,67971.86,5080
A,478,37167.02,68208.64,1117
A,479,37006.62,70923.32,5501
A,480,36952.73,67500.38,2246
A,481,36775.29,68151.76,458
A,482,36849.85,71106.8,4511
A,483,36641.71,67684.84,10669
A,484,36688.23,71442.02,78
A,485,36550.43,70339.85,1062
A,486,36466.55,67667.29,1555
A,487,36516.73,68328.92,5353
A,488,36370.63,70368.77,4163
A,489,36636.4,68718.19,820
A,490,36367.79,71497.26,3197
A,491,36118.46,67770.61,415
A,492,36180.82,68423.03,712
A,493,36162.43,70331.69,12115
A,494,36122.01,71294.46,1838
A,495,35904.42,68459.29,11971
A,496,35849.15,70617.8,4438
A,497,35908.11,67939.49,2172
A,498,35937.31,71549.42,168
A,499,35984.33,69024.48,4827
A,500,35660.62,71664.96,2028
A,501,35628.57,69785.8,8503
A,502,35644.77,68487.09,170
A,503,35549.48,70622.72,2929
A,504,35510.04,69377.75,96
A,505,35430.48,68976.73,5791
A,506,35363.04,71425.7,7128
A,507,35372.01,68230.84,1205
A,508,35286.04,70752.66,317
A,509,35300.3,69787.3,2200
A,510,35220.98,70277.83,226
A,511,35134.54,68529.91,6539
A,512,35060.11,67927.37,165
A,513,34766.17,71773.54,4519
A,514,34824.54,68073.53,4937
A,515,34977.19,71551.85,5362
A,516,35028.2,69892.1,8527
A,517,34901.66,71049.89,3630
A,518,34824.42,68602.24,7003
A,519,34839.14,70302.75,1441
A,520,34667.86,67889.84,671
A,521,34524.56,67746.59,1911
A,522,34644.93,70506.54,2164
A,523,34426.96,71648.74,1391
A,524,34642.66,69687.54,11597
A,525,34441.67,67049.57,1452
A,526,34407.92,70587.99,5232
A,527,34353.41,68038.69,6507
A,528,34315.3,69637.5,775
A,529,34289.97,68657.65,1856
A,530,34061.72,68078.4,786
A,531,34420.74,72149.76,2786
A,532,34179.43,67555.37,3240
A,533,34073.59,69987.72,4009
A,534,34126.92,71740.24,595
A,535,34112.44,70638.91,12086
A,536,34210.9,71373.43,881
A,537,33873.32,71641.74,1952
A,538,34000.2,67057.26,5970
A,539,33731.4,67004.57,2127
A,540,33672.17,67462.58,6457
A,541,33745.45,71989.86,441
A,542,33576.21,69687.09,6966
A,543,33716.94,70597.93,2338
A,544,33593.07,67923.87,1965
A,545,33556.56,68317.9,4159
A,546,33432.82,66480.73,1059
A,547,33436.5,70646.01,1732
A,548,33238.52,70701.41,192
A,549,33405.32,71971.98,4797
A,550,33394.25,67047.9,165
A,551,33278.3,67357.51,452
A,552,33282.19,67961.83,287
A,553,33094.79,72215.37,1177
A,554,33031.01,68289,5881
A,555,33049.55,70979.02,3198
A,556,33025.88,67682.98,2856
A,557,32881.16,67301.46,2717
A,558,32817.16,71314.24,6220
A,559,32761.7,68097.25,1850
A,560,32693.99,72399.79,4245
A,561,32731.14,67823.13,4573
A,562,32583.11,68792.71,25
A,563,32625.53,71835.62,3344
A,564,32580.86,68329.08,1089
A,565,32444.87,71686.41,2738
A,566,32636.13,67052.55,252
A,567,32476.85,72518.61,7829
A,568,32276.03,73264.26,1547
A,569,32483.74,67518.55,4933
A,570,32189.17,71629.4,507
A,571,32295.8,68390.65,5770
A,572,32109.02,68414.95,3940
A,573,32124.46,67827.93,453
A,574,32214.87,67356.95,3800
A,575,31986.51,72440.81,1148
A,576,31985.83,68674.75,683
A,577,31912.91,67960.08,1412
A,578,31706.92,68025.36,3819
A,579,31646.19,68749.82,1371
A,580,31532.33,72367.04,1997
A,581,31443.66,69261.55,3570
A,582,31366.36,68975.48,1494
A,583,31448.93,68195.68,140
A,584,31168.76,69594.07,21
A,585,30926.82,72776.99,3969
A,586,31106.46,68751.32,1289
A,587,30887.25,69168.18,608
A,588,30717.79,69351.05,3680
A,589,30598.16,68673.75,5823
A,590,30440.39,69514.58,483
A,591,30244.09,69852.35,2150
A,592,30374.1,68838.85,3096
A,593,30241.04,68291.45,2512
A,594,30205.6,68952.82,1252
A,595,29985.01,69784.49,1960
A,596,30095.98,69534.35,2006
A,597,29971.48,68618.11,792
A,598,29792.72,69399.77,1385
A,599,29766.18,62725.86,685
A,600,29635.47,68915.95,6019
A,601,29487.55,64064.49,7175
A,602,29421.03,68611.81,616
A,603,29050.46,69967.31,3606
A,604,29375.92,63653.45,755
A,605,29155.22,71668.05,2516
A,606,29252.65,64232.1,8682
A,607,29329.18,62914.44,4679
A,608,29040.76,63724.3,2996
A,609,29009.77,68894.33,4311
A,610,28922.04,69249.78,800
A,611,28852.98,70604.38,2307
A,612,28776,64055.41,749
A,613,28775.71,63372.6,1370
A,614,28701.25,71076.58,554
A,615,28553.27,63876.32,646
A,616,28489.88,71154.68,6144
A,617,28496.26,71460.35,1017
A,618,28703.2,69535.27,829
A,619,28570.36,70115.07,2973
A,620,28433.67,70498.33,5990
A,621,28339.56,63999.55,2752
A,622,28396.49,69456.21,10166
A,623,28162.82,63590.07,900
A,624,28194.51,69226.52,388
A,625,28152.75,69512.02,3381
A,626,28203.09,70211.92,848
A,627,28013.64,63619.45,311
A,628,28110.63,64566.88,6653
A,629,28039.5,70779.02,110
A,630,27960.6,65200.21,391
A,631,28040.28,69237.6,740
A,632,27954.87,69588.95,1456
A,633,27678.72,70490.54,3218
A,634,27817.86,64256.46,1324
A,635,27628.24,64580.21,10406
A,636,27721.27,65132.3,4516
A,637,27670.44,69371.4,1607
A,638,27412.32,64390.63,770
A,639,27421.45,68989.83,523
A,640,27498.03,68316.46,422
A,641,27355.97,65254.62,1230
A,642,27122,64249.81,1298
A,643,26882.85,69425.74,783
A,644,27086.78,69049.21,7979
A,645,27126.17,65025.54,1102
A,646,26860.46,68996.8,555
A,647,26736.07,69455.85,701
A,648,26725.53,69061.06,8814
A,649,26611.05,64374.84,74
A,650,26598.43,68921.16,4499
A,651,26719.87,64077.33,4788
A,652,26432.7,69362.74,7138
A,653,26485.97,68816.65,3146
A,654,26487.82,65083.26,1552
A,655,26368.25,68623.63,4709
A,656,26323.38,64529.63,2031
A,657,25683.42,65755.76,598
A,658,25494.22,65577.56,1097
A,659,25434.78,65161.3,860
A,660,25398.21,68231.62,1628
A,661,25238.02,65597.87,883
A,662,25244.86,68398.07,677
A,663,25079.7,68731.93,896
A,664,25057.61,65475.97,1927
A,665,25055.09,68347.31,1526
A,666,25092.28,67830.44,617
A,667,24854.26,68196.87,529
A,668,24866.69,65421.4,199
A,669,24823.36,67509.83,8765
A,670,24711.25,67816.74,2271
A,671,24619.08,65247.08,8264
A,672,24529.76,67584.71,3429
A,673,24442.65,65664.22,56
A,674,24374.9,67510.72,2329
A,675,24222.82,67398.82,2123
A,676,24129.11,65652.69,268
A,677,24008.84,67641.39,2629
A,678,23265.78,63148.36,4030
A,679,22781.32,63984.5,1045
A,680,22765.55,63448.65,6829
A,681,22157.45,63713.82,1129
A,682,21896.4,64163.04,1550
A,683,23618.82,65961.31,4284
A,684,23244.83,64534.2,2192
A,685,23263.13,65037.97,7137
A,686,23236.37,65951.13,522
A,687,22987.76,65843.4,1899
A,688,22905.95,64293.39,1367
A,689,22764.77,64889.26,3912
A,690,22263.41,65729.25,1545
A,691,33813.81,69886.6,4642
A,692,33819.62,69900.19,1367
A,693,44228.49,67396.19,3587
A,694,47569.78,68589.66,1136
A,695,66457.09,57419.14,9125
A,696,66168.08,57402.33,4274
A,697,66244.28,51439.88,15123
A,698,66353.43,56753.83,11760
A,699,66161.87,56258.75,799
A,700,65931.28,54336.29,278
A,701,65988.86,55407.85,632
A,702,66054.93,55823.33,6215
A,703,65871.21,57880.61,1730
A,704,65785.54,56519.62,1022
A,705,65823.67,57158.6,2637
A,706,65673.03,51945.31,3478
A,707,65304.52,56451.01,1650
A,708,65515.82,58039.82,740
A,709,65443.35,57277.38,244
A,710,65298.75,58263.78,2752
A,711,65167.8,54811.26,841
A,712,65182.92,55544.38,846
A,713,65003.55,59797.74,8841
A,714,64968.69,59016.68,1204
A,715,65006.41,56814.88,2903
A,716,65031.61,58612.03,2462
A,717,64983.22,56355.61,1615
A,718,64948.25,58133.83,1140
A,719,64804.08,56016.67,1554
A,720,65003.37,57410.04,9503
A,721,64762.55,57639.94,2032
A,722,64575.19,58659.16,532
A,723,64584.9,60027.01,7455
A,724,64520.71,60512.06,2254
A,725,64465.81,57925.24,1296
A,726,64544.44,56752.36,5349
A,727,64518.01,51295.75,2349
A,728,64372.69,59240.04,1866
A,729,64417.34,55998.07,637
A,730,64215.3,50987.85,355
A,731,64345.18,55387.01,932
A,732,64160.69,56576.29,331
A,733,64216.13,57289.55,2989
A,734,64195.01,59886.75,2956
A,735,64155.8,60599.77,3271
A,736,64199.1,58355.92,598
A,737,63907.92,52301.5,1963
A,738,64099.84,59275.43,900
A,739,63865.89,60567.58,1774
A,740,63978.25,61403.95,4356
A,741,63923.8,56097.8,1130
A,742,63920.28,61124.54,686
A,743,63928.41,50721.55,3053
A,744,64128.7,54594.66,367
A,745,63841.01,57656.24,10622
A,746,63797.63,56906.75,330
A,747,63866.28,58454.74,2788
A,748,63650.91,60146.91,744
A,749,63887.04,55093.41,3070
A,750,63564.72,61595.71,4010
A,751,63568.21,56961.93,751
A,752,63704.27,50993.29,976
A,753,63764.38,59483.9,538
A,754,63624.18,58868.18,2508
A,755,63532.47,52146.3,78
A,756,63745.08,55438.06,3566
A,757,63394.99,56935.43,4430
A,758,63396.36,51074.44,6529
A,759,63338.97,61655.27,7582
A,760,63413.87,60285.02,4526
A,761,63386.49,54593.43,3195
A,762,63448.96,60982.48,2258
A,763,63455.94,55645.35,766
A,764,63221.55,60576.67,1497
A,765,63192.24,54605.16,899
A,766,63225.06,51320.85,10833
A,767,63181.07,62077.99,10215
A,768,63146.13,57683.27,595
A,769,63316.24,53162.47,8099
A,770,63184.34,51675.36,9385
A,771,63061.25,55664.21,1820
A,772,63022.57,61263.75,6930
A,773,63398.64,52862.08,71
A,774,63071.86,56664.91,1054
A,775,63030.2,53509.28,1435
A,776,63178.69,53820.79,1378
A,777,62828.68,61565.27,68
A,778,63161.99,52267.54,1310
A,779,62780.3,58297.18,191
A,780,62818.26,55063.37,5802
A,781,62948.29,52447.65,8084
A,782,62663.13,57869.44,1961
A,783,62815.41,57117.97,786
A,784,62910.14,62390.46,3489
A,785,62732.39,55805.52,3311
A,786,62760.14,56379.6,5008
A,787,62796.73,54592.3,1845
A,788,62576.36,62719.91,1514
A,789,62509.57,56207.46,764
A,790,62444.11,54717.35,96
A,791,62557.35,53714.24,2399
A,792,62640.68,53011.32,2935
A,793,62635.89,51751.38,75
A,794,62507.63,54206.58,425
A,795,62281.84,53664.58,5370
A,796,62259.32,51511.24,15381
A,797,62280.52,52071.66,1777
A,798,62272.82,52419.78,3353
A,799,62374.79,52669.23,1741
A,800,62136.51,53076.03,709
A,801,62035.06,51171.94,3412
A,802,61846.94,54215.23,1964
A,803,61773.32,55140.38,746
A,804,61779.3,51620,397
A,805,61788.01,53442.17,2495
A,806,61662.02,49631.27,2578
A,807,61722.9,52271.3,336
A,808,61591.13,52850.83,5560
A,809,61551.83,50957.87,74
A,810,61295.37,51194.21,5477
A,811,61565.83,55522.19,2139
A,812,61481.5,54078.8,3748
A,813,61329.27,53585.04,7070
A,814,61389.36,51903.51,4901
A,815,61322.47,55082.84,620
A,816,61357.74,54611.18,455
A,817,61248.32,53024.6,1784
A,818,61146.65,52600.54,281
A,819,60979.69,50202.75,169
A,820,60988.18,51689.35,3337
A,821,60909.03,52524.32,289
A,822,60994.94,53741.74,502
A,823,60965.96,50925.69,2445
A,824,60808.46,56631.42,3286
A,825,60711.13,52272.24,2486
A,826,60573.89,59659.58,1714
A,827,60698.12,55041.91,6876
A,828,60706.09,54027.43,1765
A,829,60429.78,51218.69,143
A,830,60490.07,51882.15,16732
A,831,60739.37,54415.8,2881
A,832,60563.79,49343.35,1757
A,833,60350.73,58937.52,680
A,834,60345.68,48575.18,1590
A,835,60551.48,56465.41,1188
A,836,60542.53,57274.05,1172
A,837,60442.09,53460.96,9830
A,838,60412.63,56156.67,3435
